  v1     v2   v3   v4  v5   v6   t1
2.020891904830932617e-01  1.767529398202896118e-01  -1.546252667903900146e-01  -3.774311840534210205e-01  2.967773675918579102e-01  -1.508574336767196655e-01  8.630486011505126953e+00
2.047736495733261108e-01  1.567344963550567627e-01  -1.422639340162277222e-01  -3.617798089981079102e-01  2.795200645923614502e-01  -1.337679177522659302e-01  8.664985895156860352e+00
1.872095763683319092e-01  1.519408077001571655e-01  -1.306440383195877075e-01  -3.424851894378662109e-01  2.533704936504364014e-01  -1.226225942373275757e-01  8.704216003417968750e+00
1.666542291641235352e-01  1.254796385765075684e-01  -1.171833500266075134e-01  -3.078747391700744629e-01  2.262861430644989014e-01  -1.132509335875511169e-01  8.749749898910522461e+00
1.613619923591613770e-01  1.156621575355529785e-01  -1.029812470078468323e-01  -2.833310663700103760e-01  2.028449922800064087e-01  -1.009551137685775757e-01  8.794216871261596680e+00
1.444115042686462402e-01  9.578432142734527588e-02  -9.242234379053115845e-02  -2.575410008430480957e-01  1.787806749343872070e-01  -8.813199400901794434e-02  8.830726861953735352e+00
1.366009861230850220e-01  7.870599627494812012e-02  -8.265600353479385376e-02  -2.292103022336959839e-01  1.603009998798370361e-01  -7.535681128501892090e-02  8.868555068969726562e+00
1.242652311921119690e-01  8.321846276521682739e-02  -8.118593692779541016e-02  -2.217321395874023438e-01  1.534699946641921997e-01  -7.161772996187210083e-02  8.916476011276245117e+00
-1.981391804292798042e-03  -6.519418675452470779e-04  -0.000000000000000000e+00  2.159557491540908813e-02  -1.917476067319512367e-03  1.510012429207563400e-03  9.723456859588623047e+00
-5.113269435241818428e-04  -4.985437844879925251e-04  -0.000000000000000000e+00  -1.617870479822158813e-02  -5.512743955478072166e-04  5.273059359751641750e-04  9.807714939117431641e+00
2.762443758547306061e-02  4.091893881559371948e-02  -8.146716654300689697e-02  -5.953763052821159363e-02  -1.649988144636154175e-01  1.322818845510482788e-01  9.887028932571411133e+00
1.260037422180175781e-01  1.526694446802139282e-01  -2.631032764911651611e-01  -1.976678073406219482e-01  -5.197798013687133789e-01  4.665219187736511230e-01  9.950021982192993164e+00
1.700929105281829834e-01  1.628959774971008301e-01  -3.008136451244354248e-01  -3.295662105083465576e-01  -5.537431240081787109e-01  7.114794850349426270e-01  1.004485702514648438e+01
1.861997097730636597e-01  9.797023981809616089e-02  -2.468814253807067871e-01  -3.351987898349761963e-01  -4.799442589282989502e-01  7.486305832862854004e-01  1.009760594367980957e+01
3.361718952655792236e-01  -6.735453754663467407e-02  -4.406359791755676270e-02  -1.771747916936874390e-01  -3.428207635879516602e-01  7.690037488937377930e-01  1.017594289779663086e+01
4.383094608783721924e-01  9.987493604421615601e-02  -1.950200945138931274e-01  -2.015027701854705811e-01  -3.803313672542572021e-01  8.212310075759887695e-01  1.027368688583374023e+01
2.757969796657562256e-01  3.309180140495300293e-01  -3.987583220005035400e-01  -2.933259010314941406e-01  -2.218759506940841675e-01  8.043093085289001465e-01  1.037131094932556152e+01
