q1     q2   q3   q4  q5   q6   t1
2.723397982631250991e-01  -1.808802610434518954e+00  2.270997774473286768e+00  -1.961079391874687161e+00  -1.622168569185796549e+00  -2.837510866737259718e+00  8.043692111968994141e+00
3.174602458338489086e-01  -1.742646839059482033e+00  2.206746975145894130e+00  -2.035072419522452769e+00  -1.570665465924381721e+00  -2.824120622866781005e+00  8.873434066772460938e+00
3.174203727255235918e-01  -1.742704959810467358e+00  2.206799670555982473e+00  -2.034999731408051460e+00  -1.570731693453879529e+00  -2.824151170693568247e+00  8.956838130950927734e+00
3.179180715105734967e-01  -1.742725037606108529e+00  2.206426435323246338e+00  -2.035946810178975497e+00  -1.567866308924994456e+00  -2.826081819675554385e+00  9.025103092193603516e+00
3.227044238167735557e-01  -1.742588477500182975e+00  2.202426574806793269e+00  -2.042920006025347845e+00  -1.544915571875443483e+00  -2.844343031396192600e+00  9.097414970397949219e+00
3.362681902120735478e-01  -1.744009205859082812e+00  2.196547867978839719e+00  -2.039087730785473340e+00  -1.529986276155593572e+00  -2.878737228104629509e+00  9.166579961776733398e+00
3.455787463264235471e-01  -1.746553040036634030e+00  2.192099760818102538e+00  -2.028481593769196678e+00  -1.536275167674707731e+00  -2.910578065879029452e+00  9.224725008010864258e+00
3.469351819018235972e-01  -1.749739099775998952e+00  2.187687568778230229e+00  -2.015389043283397186e+00  -1.553354008882232407e+00  -2.947825101558628091e+00  9.280334949493408203e+00
3.324333440553122188e-01  -1.754212425174447532e+00  2.180352142745526578e+00  -1.989669529481559174e+00  -1.585832985618615965e+00  -3.011099103813975830e+00  9.362565994262695312e+00
3.029727230889616152e-01  -1.757175208456658311e+00  2.171070417459326052e+00  -1.962311999702784249e+00  -1.617634606428879351e+00  -3.070855077126040555e+00  9.428997039794921875e+00
2.690335203413498633e-01  -1.757302088645834814e+00  2.156984122901258516e+00  -1.939501901586858423e+00  -1.642689843690430251e+00  -3.120862060244213865e+00  9.493087053298950195e+00
