a1     a2   a3   a4  a5   a6   t1
-6.935767532937124891e-01  2.907878680977126873e+00  -3.141592653589793116e+00  5.934470314889945808e-01  3.218614320731327111e-02  -6.985707859986703960e-01  7.409929037094116211e+00
-6.927829782246628376e-01  2.934599663901292121e+00  -3.141592653589793116e+00  6.012728995575044033e-01  1.155847600464542969e-02  -6.959561769953175325e-01  7.447423934936523438e+00
-7.652340051545492017e-01  2.913975914444216553e+00  -3.141592653589793116e+00  6.069967494756935977e-01  1.586569126535629370e-02  -6.580970254338929237e-01  7.483687877655029297e+00
-7.699935858773165887e-01  2.951571562815833882e+00  -3.141592653589793116e+00  6.184509808570479716e-01  -1.152224254492665266e-02  -6.542154323429678620e-01  7.523535013198852539e+00
-7.732281190813957705e-01  2.977437958542610730e+00  -3.141592653589793116e+00  6.328320815805650312e-01  4.533513425399480351e-02  -6.448133889197293911e-01  7.563046932220458984e+00
-7.904743876240543088e-01  2.954557993537072935e+00  -3.141592653589793116e+00  6.355660105719255215e-01  9.365963097424766237e-02  -6.347586394623982997e-01  7.598160028457641602e+00
-7.910994052689459544e-01  3.010972089813492403e+00  -3.141592653589793116e+00  6.547130044855867803e-01  -8.870484963706241205e-03  -6.403201212343588855e-01  7.632430076599121094e+00
-7.862794146680197604e-01  3.014839195590087062e+00  -3.141592653589793116e+00  6.576683960598586065e-01  4.410046198723065192e-02  -6.374436278021023972e-01  7.669075012207031250e+00
-8.979513516787211991e-01  2.968518559897395104e+00  -3.141592653589793116e+00  7.217330292946396719e-01  2.032682780772423481e-01  -6.395258739208132814e-01  7.703155994415283203e+00
-8.904361132071336726e-01  3.053870073982819289e+00  -3.141592653589793116e+00  7.453129472140582745e-01  1.171420753464996745e-01  -6.205831072591060371e-01  7.733422994613647461e+00
-8.710407405540900871e-01  3.035834052889388346e+00  -3.141592653589793116e+00  7.219251594440085906e-01  1.292918700164982782e-01  -6.273980933238898494e-01  7.771384954452514648e+00
-9.243045331695004529e-01  3.062424329227068753e+00  -3.141592517794679296e+00  7.805442813611893627e-01  1.934936485625869673e-01  -6.468164081756073713e-01  7.808896064758300781e+00
0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  7.847697019577026367e+00
0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  7.879915952682495117e+00
0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  7.912575960159301758e+00
-2.412186842619637071e-04  -9.923214988518112845e-02  4.003407093808736827e-01  1.216788889248785754e-01  -5.859897654030669228e-02  -4.115292733898200106e-02  8.727315902709960938e+00
-2.415794947840066659e-04  -9.458191157493367474e-02  4.010965864314854912e-01  1.158456274321693069e-01  1.206147359521352914e-02  1.155319970859470559e-02  8.777107954025268555e+00
5.734695261930547938e-04  -9.171197262377352166e-02  3.999000242442238284e-01  6.052789807520432552e-02  -4.893489148029329938e-02  -5.701083952167883967e-02  8.809482097625732422e+00
1.082827533902992962e-03  -2.421632941001101436e-01  6.180892621108511342e-01  1.004950659705727001e-01  -4.022345342781803029e-02  9.407728215340390235e-03  8.839876890182495117e+00
9.301920974786851912e-03  -7.347342721478953287e-01  1.078340929131655690e+00  1.441253392353957462e-02  -6.368578297072161054e-02  -2.642097465535513806e-02  8.877840042114257812e+00
2.316119231664704597e-02  -1.335751233485463763e+00  1.839547968189997551e+00  5.642467494639449160e-02  -7.763609547353841379e-03  -5.383278083728926244e-02  8.916109085083007812e+00
2.699841375421477632e-02  -1.717238534683013462e+00  2.287627469309457151e+00  1.219166382686611289e-01  -5.757538345916113354e-02  -6.324870572767508914e-02  8.951175928115844727e+00
3.533865586616864729e-02  -2.088093673585106558e+00  2.554168829349466652e+00  1.040818484299549374e-01  -3.171792210955830249e-02  -6.115497766544095853e-02  8.989728927612304688e+00
3.780762991471401518e-02  -2.193514422426094068e+00  2.659561866334382962e+00  7.503837898516277360e-02  3.552135697203051903e-03  -2.725310310995848057e-02  9.022739887237548828e+00
4.353938421731733815e-02  -2.282765161591978398e+00  2.739884333418542983e+00  6.670067976283826361e-02  -2.337622409174298921e-02  -3.047568813979751809e-02  9.054738998413085938e+00
4.859809616080569550e-02  -2.352339742268347855e+00  2.794530815559035375e+00  5.911852758401834468e-02  -5.879369999626182092e-02  -1.465429924135364624e-02  9.082473039627075195e+00
5.625279251895193289e-02  -2.437478355797394691e+00  2.875233805337429338e+00  6.830840853786561417e-02  3.108191171849685949e-02  -6.213707987145657141e-02  9.118493080139160156e+00
